molecule,ligand_file,groupe,status_acrb_site2_ecoli,best_affinity_acrb_site2_ecoli,best_mode_acrb_site2_ecoli,n_modes_acrb_site2_ecoli,output_pdbqt_acrb_site2_ecoli,log_file_acrb_site2_ecoli,error_acrb_site2_ecoli,duration_seconds_acrb_site2_ecoli,status_acrr_e67_ecoli,best_affinity_acrr_e67_ecoli,best_mode_acrr_e67_ecoli,n_modes_acrr_e67_ecoli,output_pdbqt_acrr_e67_ecoli,log_file_acrr_e67_ecoli,error_acrr_e67_ecoli,duration_seconds_acrr_e67_ecoli
Amoxapine_CID_2170,Amoxapine_CID_2170.pdbqt,,OK,-7.422,1,9,/home/stoni/MexAB_MexR_Analyzer_BETA/docking/results/batch_vina_engine/acrb_site2_ecoli/individual/Amoxapine_CID_2170_out.pdbqt,/home/stoni/MexAB_MexR_Analyzer_BETA/docking/results/batch_vina_engine/acrb_site2_ecoli/logs/Amoxapine_CID_2170.log,,10.33848841197323,OK,-7.261,1,9,/home/stoni/MexAB_MexR_Analyzer_BETA/docking/results/batch_vina_engine/acrr_e67_ecoli/individual/Amoxapine_CID_2170_out.pdbqt,/home/stoni/MexAB_MexR_Analyzer_BETA/docking/results/batch_vina_engine/acrr_e67_ecoli/logs/Amoxapine_CID_2170.log,,12.98785441799555
